,workerid,key,value
305,W2322555d1f,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
306,W2322555d1f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
307,W2322555d1f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
308,W2322555d1f,bonus,2
309,Wd47e9ba956,startTime,Tue Apr 19 2022 11:36:38 GMT+0100 (BST)
310,Wd47e9ba956,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
311,Wd47e9ba956,trialDataFile,exp2_split4
312,Wd47e9ba956,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
313,Wd47e9ba956,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
314,Wd47e9ba956,quizAttempt-2,"{""attempt"":2,""correct"":9,""total"":10}"
315,Wd47e9ba956,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":3}"
316,Wd47e9ba956,quizFailed,"{""attempt"":3,""correct"":2,""total"":3}"
317,We6d8952d54,startTime,Tue Apr 19 2022 11:28:09 GMT+0100 (British Summer Time)
318,We6d8952d54,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
319,We6d8952d54,trialDataFile,exp2_split3
320,We6d8952d54,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
321,We6d8952d54,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
322,We6d8952d54,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
323,We6d8952d54,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
324,We6d8952d54,bonus,2
325,W53f43fb1ea,startTime,Tue Apr 19 2022 11:38:26 GMT+0100 (British Summer Time)
326,W53f43fb1ea,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
327,W53f43fb1ea,trialDataFile,exp2_split1
328,W53f43fb1ea,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
329,W53f43fb1ea,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
330,W53f43fb1ea,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
331,W53f43fb1ea,bonus,2
333,W92d6f3f9e1,startTime,Tue Apr 19 2022 11:37:16 GMT+0100 (British Summer Time)
334,W92d6f3f9e1,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
335,W92d6f3f9e1,trialDataFile,exp2_split1
336,W92d6f3f9e1,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Green"",""Striped"":""Blue""}"
337,W92d6f3f9e1,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
338,W92d6f3f9e1,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":7}"
339,W92d6f3f9e1,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
340,W92d6f3f9e1,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
341,W92d6f3f9e1,bonus,2
342,Wd65b38562e,startTime,Tue Apr 19 2022 11:36:39 GMT+0100 (British Summer Time)
343,Wd65b38562e,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
344,Wd65b38562e,trialDataFile,exp2_split1
345,Wd65b38562e,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
346,Wd65b38562e,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
347,Wd65b38562e,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
348,Wd65b38562e,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
349,Wd65b38562e,bonus,2
351,W2240fc9e2a,startTime,Tue Apr 19 2022 11:38:31 GMT+0100 (British Summer Time)
352,W2240fc9e2a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
353,W2240fc9e2a,trialDataFile,exp2_split1
354,W2240fc9e2a,featureRandomization,"{""Green"":""Solid"",""Red"":""Spotted"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
355,W2240fc9e2a,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
356,W2240fc9e2a,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
357,W2240fc9e2a,bonus,2
358,Wbbbabb15bc,startTime,Tue Apr 19 2022 11:36:42 GMT+0100 (British Summer Time)
359,Wbbbabb15bc,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
360,Wbbbabb15bc,trialDataFile,exp2_split2
361,Wbbbabb15bc,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
362,Wbbbabb15bc,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
363,Wbbbabb15bc,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
364,Wbbbabb15bc,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
365,Wbbbabb15bc,bonus,2
366,Wa9294a07de,startTime,Tue Apr 19 2022 11:38:06 GMT+0100 (British Summer Time)
367,Wa9294a07de,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
368,Wa9294a07de,trialDataFile,exp2_split1
369,Wa9294a07de,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
370,Wa9294a07de,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
371,Wa9294a07de,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":4}"
372,Wa9294a07de,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
373,Wa9294a07de,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
374,Wa9294a07de,bonus,2
375,We4576b8d7a,startTime,Fri Apr 29 2022 14:11:00 GMT+0100 (British Summer Time)
376,We4576b8d7a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
377,We4576b8d7a,trialDataFile,exp2_split4
378,We4576b8d7a,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
379,We4576b8d7a,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
380,We4576b8d7a,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":7}"
381,We4576b8d7a,quizAttempt-3,"{""attempt"":3,""correct"":4,""total"":4}"
382,We4576b8d7a,quizPassed,"{""attempt"":3,""correct"":4,""total"":4}"
383,We4576b8d7a,bonus,2
384,Wc665136407,startTime,Fri Apr 29 2022 14:12:15 GMT+0100 (British Summer Time)
385,Wc665136407,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
386,Wc665136407,trialDataFile,exp2_split1
387,Wc665136407,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
388,Wc665136407,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
389,Wc665136407,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
390,Wc665136407,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
391,Wc665136407,bonus,2
392,We886ad76a5,startTime,Fri Apr 29 2022 14:10:54 GMT+0100 (British Summer Time)
393,We886ad76a5,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
394,We886ad76a5,trialDataFile,exp2_split1
395,We886ad76a5,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
396,We886ad76a5,quizAttempt-1,"{""attempt"":1,""correct"":5,""total"":16}"
397,We886ad76a5,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":16}"
398,We886ad76a5,quizAttempt-3,"{""attempt"":3,""correct"":7,""total"":13}"
399,We886ad76a5,quizFailed,"{""attempt"":3,""correct"":7,""total"":13}"
400,W2db7ab9340,startTime,Tue Apr 19 2022 11:46:32 GMT+0100 (British Summer Time)
401,W2db7ab9340,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
402,W2db7ab9340,trialDataFile,exp2_split3
403,W2db7ab9340,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Green"",""Solid"":""Red"",""Striped"":""Blue""}"
404,W2db7ab9340,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
405,W2db7ab9340,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
406,W2db7ab9340,bonus,2
408,W59ae72866c,startTime,Tue Apr 19 2022 11:45:18 GMT+0100 (British Summer Time)
409,W53c65cb336,startTime,Tue Apr 19 2022 11:43:52 GMT+0100 (British Summer Time)
410,W53c65cb336,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
411,W53c65cb336,trialDataFile,exp2_split2
412,W53c65cb336,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
413,W53c65cb336,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
414,W53c65cb336,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
415,W53c65cb336,bonus,2
416,W800bbda22b,startTime,Tue Apr 19 2022 11:39:09 GMT+0100 (British Summer Time)
417,W800bbda22b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
418,W800bbda22b,trialDataFile,exp2_split4
419,W800bbda22b,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
420,W800bbda22b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
421,W800bbda22b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
422,W800bbda22b,bonus,2
423,W827d2d5f87,startTime,Tue Apr 19 2022 11:44:29 GMT+0100 (BST)
424,W827d2d5f87,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
425,W827d2d5f87,trialDataFile,exp2_split4
426,W827d2d5f87,featureRandomization,"{""Green"":""Striped"",""Red"":""Spotted"",""Blue"":""Solid"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
427,W827d2d5f87,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
428,W827d2d5f87,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
429,W827d2d5f87,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
430,W827d2d5f87,bonus,2
431,Wfdae40c6a2,startTime,Tue Apr 19 2022 11:52:24 GMT+0100 (British Summer Time)
432,Wd090d03932,startTime,Tue Apr 19 2022 11:40:16 GMT+0100 (British Summer Time)
433,Wd090d03932,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
434,Wd090d03932,trialDataFile,exp2_split3
435,Wd090d03932,featureRandomization,"{""Green"":""Green"",""Red"":""Blue"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
436,Wd090d03932,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
437,Wd090d03932,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
438,Wd090d03932,bonus,2
439,Wdb9cb62119,startTime,Tue Apr 19 2022 11:48:27 GMT+0100 (British Summer Time)
440,Wdb9cb62119,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
441,Wdb9cb62119,trialDataFile,exp2_split4
442,Wdb9cb62119,featureRandomization,"{""Green"":""Striped"",""Red"":""Solid"",""Blue"":""Spotted"",""Spotted"":""Blue"",""Solid"":""Red"",""Striped"":""Green""}"
443,Wdb9cb62119,quizAttempt-1,"{""attempt"":1,""correct"":13,""total"":16}"
444,Wdb9cb62119,quizAttempt-2,"{""attempt"":2,""correct"":5,""total"":7}"
445,Wdb9cb62119,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":3}"
446,Wdb9cb62119,quizFailed,"{""attempt"":3,""correct"":2,""total"":3}"
447,Wdc760ca54d,startTime,Tue Apr 19 2022 11:45:31 GMT+0100 (British Summer Time)
448,Wdc760ca54d,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
449,Wdc760ca54d,trialDataFile,exp2_split3
450,Wdc760ca54d,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
451,Wdc760ca54d,quizAttempt-1,"{""attempt"":1,""correct"":7,""total"":16}"
452,Wdc760ca54d,quizAttempt-2,"{""attempt"":2,""correct"":8,""total"":13}"
453,Wdc760ca54d,quizAttempt-3,"{""attempt"":3,""correct"":2,""total"":6}"
454,Wdc760ca54d,quizFailed,"{""attempt"":3,""correct"":2,""total"":6}"
455,W22c1d79bc5,startTime,Tue Apr 19 2022 12:02:14 GMT+0100 (British Summer Time)
456,W0768ddbb92,startTime,Fri Apr 29 2022 14:11:05 GMT+0100 (British Summer Time)
457,W0768ddbb92,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
458,W0768ddbb92,trialDataFile,exp2_split3
459,W0768ddbb92,featureRandomization,"{""Green"":""Solid"",""Red"":""Striped"",""Blue"":""Spotted"",""Spotted"":""Red"",""Solid"":""Blue"",""Striped"":""Green""}"
460,W0768ddbb92,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
461,W0768ddbb92,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
462,W0768ddbb92,bonus,2
463,W6962048a52,startTime,Fri Apr 29 2022 14:11:07 GMT+0100 (British Summer Time)
464,W6962048a52,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
465,W6962048a52,trialDataFile,exp2_split2
466,W6962048a52,featureRandomization,"{""Green"":""Spotted"",""Red"":""Striped"",""Blue"":""Solid"",""Spotted"":""Blue"",""Solid"":""Green"",""Striped"":""Red""}"
467,W6962048a52,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
468,W6962048a52,quizAttempt-2,"{""attempt"":2,""correct"":3,""total"":3}"
469,W6962048a52,quizPassed,"{""attempt"":2,""correct"":3,""total"":3}"
470,W6962048a52,bonus,2
471,W30f148c291,startTime,Fri Apr 29 2022 14:11:23 GMT+0100 (British Summer Time)
472,W30f148c291,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
473,W30f148c291,trialDataFile,exp2_split2
474,W30f148c291,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
475,W30f148c291,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
476,W30f148c291,quizAttempt-2,"{""attempt"":2,""correct"":11,""total"":13}"
477,W30f148c291,quizAttempt-3,"{""attempt"":3,""correct"":7,""total"":7}"
478,W30f148c291,quizPassed,"{""attempt"":3,""correct"":7,""total"":7}"
479,W30f148c291,bonus,2
480,W4ea3471112,startTime,Tue Apr 19 2022 12:21:09 GMT+0100 (British Summer Time)
481,W4ea3471112,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
482,W4ea3471112,trialDataFile,exp2_split4
483,W4ea3471112,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
484,W4ea3471112,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
485,W4ea3471112,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
486,W4ea3471112,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
487,W4ea3471112,bonus,2
488,Wc054c2edf4,startTime,Tue Apr 19 2022 12:14:18 GMT+0100 (British Summer Time)
489,Wc054c2edf4,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
490,Wc054c2edf4,trialDataFile,exp2_split3
491,Wc054c2edf4,featureRandomization,"{""Green"":""Red"",""Red"":""Green"",""Blue"":""Blue"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
492,Wc054c2edf4,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
493,Wc054c2edf4,quizAttempt-2,"{""attempt"":2,""correct"":2,""total"":3}"
494,Wc054c2edf4,quizAttempt-3,"{""attempt"":3,""correct"":3,""total"":3}"
495,Wc054c2edf4,quizPassed,"{""attempt"":3,""correct"":3,""total"":3}"
496,Wc054c2edf4,bonus,2
497,Wa5d8dc15fe,startTime,Tue Apr 19 2022 11:53:01 GMT+0100 (British Summer Time)
498,Wc4730d354b,startTime,Tue Apr 19 2022 11:41:52 GMT+0100 (British Summer Time)
499,Wc4730d354b,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
500,Wc4730d354b,trialDataFile,exp2_split4
501,Wc4730d354b,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Striped"",""Solid"":""Solid"",""Striped"":""Spotted""}"
502,Wc4730d354b,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
503,Wc4730d354b,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
504,Wc4730d354b,bonus,2
505,W1a4ba2c3fe,startTime,Tue Apr 19 2022 11:45:19 GMT+0100 (British Summer Time)
506,W1a4ba2c3fe,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
507,W1a4ba2c3fe,trialDataFile,exp2_split2
508,W1a4ba2c3fe,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Striped"",""Striped"":""Spotted""}"
509,W1a4ba2c3fe,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
510,W1a4ba2c3fe,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
511,W1a4ba2c3fe,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
512,W1a4ba2c3fe,bonus,2
513,Wbb699e4e0e,startTime,Tue Apr 19 2022 11:47:09 GMT+0100 (British Summer Time)
514,Wbb699e4e0e,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
515,Wbb699e4e0e,trialDataFile,exp2_split3
516,Wbb699e4e0e,featureRandomization,"{""Green"":""Green"",""Red"":""Red"",""Blue"":""Blue"",""Spotted"":""Striped"",""Solid"":""Spotted"",""Striped"":""Solid""}"
517,Wbb699e4e0e,quizAttempt-1,"{""attempt"":1,""correct"":11,""total"":16}"
518,Wbb699e4e0e,quizAttempt-2,"{""attempt"":2,""correct"":10,""total"":10}"
519,Wbb699e4e0e,quizPassed,"{""attempt"":2,""correct"":10,""total"":10}"
520,Wbb699e4e0e,bonus,2
521,W8c66a09ef9,startTime,Tue Apr 19 2022 11:55:08 GMT+0100 (British Summer Time)
522,W8c66a09ef9,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
523,W8c66a09ef9,trialDataFile,exp2_split4
524,W8c66a09ef9,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
525,W8c66a09ef9,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
526,W8c66a09ef9,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
527,W8c66a09ef9,bonus,2
528,Wf5db5b496f,startTime,Tue Apr 19 2022 11:52:52 GMT+0100 (British Summer Time)
529,Wf5db5b496f,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
530,Wf5db5b496f,trialDataFile,exp2_split3
531,Wf5db5b496f,featureRandomization,"{""Green"":""Red"",""Red"":""Blue"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
532,Wf5db5b496f,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
533,Wf5db5b496f,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
534,Wf5db5b496f,bonus,2
535,W96d41b9246,startTime,Tue Apr 19 2022 12:21:21 GMT+0100 (British Summer Time)
536,W96d41b9246,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":4}"
537,W96d41b9246,trialDataFile,exp2_split3
538,W96d41b9246,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
539,W96d41b9246,quizAttempt-1,"{""attempt"":1,""correct"":15,""total"":16}"
540,W96d41b9246,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
541,W96d41b9246,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
542,W96d41b9246,bonus,2
544,Wbbd9314f0c,startTime,Tue Apr 19 2022 11:45:15 GMT+0100 (British Summer Time)
545,Wbbd9314f0c,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
546,Wbbd9314f0c,trialDataFile,exp2_split3
547,Wbbd9314f0c,featureRandomization,"{""Green"":""Spotted"",""Red"":""Solid"",""Blue"":""Striped"",""Spotted"":""Green"",""Solid"":""Blue"",""Striped"":""Red""}"
548,Wbbd9314f0c,quizAttempt-1,"{""attempt"":1,""correct"":14,""total"":16}"
549,Wbbd9314f0c,quizAttempt-2,"{""attempt"":2,""correct"":4,""total"":4}"
550,Wbbd9314f0c,quizPassed,"{""attempt"":2,""correct"":4,""total"":4}"
551,Wbbd9314f0c,bonus,2
552,Wd6034b4acb,bonus,2
553,Wd6034b4acb,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
554,Wd6034b4acb,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Solid"",""Striped"":""Striped""}"
555,Wd6034b4acb,quizAttempt-1,"{""attempt"":1,""correct"":16,""total"":16}"
556,Wd6034b4acb,quizPassed,"{""attempt"":1,""correct"":16,""total"":16}"
557,Wd6034b4acb,startTime,Tue Apr 19 2022 12:11:52 GMT+0100 (British Summer Time)
558,Wd6034b4acb,trialDataFile,exp2_split1
560,W3f2a95138a,startTime,Tue Apr 19 2022 12:20:13 GMT+0100 (British Summer Time)
561,W3f2a95138a,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":2}"
562,W3f2a95138a,trialDataFile,exp2_split4
563,W3f2a95138a,featureRandomization,"{""Green"":""Blue"",""Red"":""Green"",""Blue"":""Red"",""Spotted"":""Solid"",""Solid"":""Spotted"",""Striped"":""Striped""}"
564,W3f2a95138a,quizAttempt-1,"{""attempt"":1,""correct"":9,""total"":16}"
565,W3f2a95138a,quizAttempt-2,"{""attempt"":2,""correct"":6,""total"":10}"
566,W3f2a95138a,quizAttempt-3,"{""attempt"":3,""correct"":10,""total"":10}"
567,W3f2a95138a,quizPassed,"{""attempt"":3,""correct"":10,""total"":10}"
568,W3f2a95138a,bonus,2
569,W5cf9679443,startTime,Tue Apr 19 2022 12:21:18 GMT+0100 (British Summer Time)
570,W5cf9679443,condition,"{""objective"":""ambiguous"",""trial_type"":""slider"",""horizon"":1}"
571,W5cf9679443,trialDataFile,exp2_split3
572,W5cf9679443,featureRandomization,"{""Green"":""Blue"",""Red"":""Red"",""Blue"":""Green"",""Spotted"":""Spotted"",""Solid"":""Striped"",""Striped"":""Solid""}"
